title,authors,numPages,publicationDate,publisher,price
Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka,12,12/29/1998,Random House Audio Publishing Group,1.45
From the Corner of His Eye,Dean Koontz/Stephen Lang,0,12/26/2000,Random House Audio Publishing Group,68.6
The Good Guy,Dean Koontz/Richard Ferrrone,9,5/29/2007,Random House Audio Publishing Group,68.19
Pompeii,Robert   Harris/Michael Cumpsty,0,9/5/2006,Random House Audio,99.9
3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,7,3/1/2004,Hachette Audio,98.21
2nd Chance (Women's Murder Club #2),James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross,5,2/27/2006,Little  Brown & Company,0.74
The Big Bad Wolf,James Patterson/Peter J. Fernandez/Denis O'Hare,8,11/1/2003,Little  Brown & Company,92.83
Pop Goes the Weasel,James Patterson/Roger Rees/Keith David,460,11/13/2006,Little  Brown & Company,86.38
The Winds of War (The Henry Family  #1),Herman Wouk,896,2/5/2002,Back Bay Books,30.39
Hollywood Station (Hollywood Station  #1),Joseph Wambaugh,340,1/3/2007,Little Brown and Company,83.52
The Choirboys,Joseph Wambaugh,368,4/18/2002,Orion,53.51
Fire Lover: A True Story,Joseph Wambaugh,352,4/30/2002,William Morrow,71.82
Floaters,Joseph Wambaugh,291,3/3/1997,Bantam,94.47
The New Centurions,Joseph Wambaugh,368,3/1/1987,Dell,15.52
The Black Marble,Joseph Wambaugh,416,9/2/1998,Dell,6.85
The Secrets of Harry Bright,Joseph Wambaugh,307,5/7/1987,Sphere,52.37
Lines and Shadows,Joseph Wambaugh,416,11/1/1995,Bantam,96.82
Hollywood Tough (Shane Scully  #3),Stephen J. Cannell/Paul Michael/Michael Prichard,10,1/7/2003,Macmillan Audio,97.64
Cold Hit (Shane Scully #5),Stephen J. Cannell/Scott Brick,11,8/1/2005,Macmillan Audio,19.43
Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly/Dick Hill,13,11/28/2006,Brilliance Audio,78.68
Angels Flight (Harry Bosch  #6),Michael Connelly/Dick Hill,9,7/25/2005,Brilliance Audio,82.39
The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly/Dick Hill,12,11/25/2006,Brilliance Audio,35.46
The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly/Len Cariou,12,5/1/2005,Hachette Audio,84.39
Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly/Len Cariou,11,10/9/2006,Little  Brown & Company,4.45
The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly/Buck Schirner,15,6/25/2006,Brilliance Audio,29.83
The Concrete Blonde (Harry Bosch  #3),Michael Connelly/Dick Hill,12,5/25/2005,Brilliance Audio,13.77
The Best American Mystery Stories 2003,Michael Connelly/Otto Penzler,1,11/4/2003,Mariner Books,89.5
Hundred-Dollar Baby (Spenser  #34),Robert B. Parker/Joe Mantegna,0,10/24/2006,Random House Audio,35.19
The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker/Joe Mantegna,0,5/30/2006,RH Audio,10.62
School Days (Spenser  #33),Robert B. Parker/Joe Mantegna,0,9/27/2005,Random House Audio Publishing Group,68.66
Potshot (Spenser  #28),Robert B. Parker/Joe Mantegna,0,4/1/2003,RH Audio Price-less,97.08
Chance (Spenser  #23),Robert B. Parker/Burt Reynolds,4,4/1/1996,Audio Literature,83.51
The Accidental Time Machine,Joe Haldeman,278,8/7/2007,Ace,23.23
A Separate War and Other Stories,Joe Haldeman/Connie Willis,270,8/1/2006,Ace Books,75.42
The Forever War (The Forever War  #1),Joe Haldeman,278,9/2/2003,Voyager,65.4
Worlds Enough and Time (Worlds #3),Joe Haldeman,332,5/1/1992,William Morrow & Company,27.05
The Coming,Joe Haldeman,278,11/1/2001,Ace,11.39
Forever Peace (The Forever War  #2),Joe Haldeman,351,10/1/1998,Ace Books,55.92
Dealing in Futures,Joe Haldeman,352,11/1/1993,Roc,69.55
Study War No More: A Selection of Alternatives,Joe Haldeman/William Nabors/Harry Harrison/Damon Knight/Harlan Ellison/Ben Bova/Poul Anderson/Isaac Asimov/Mack Reynolds/Alec Effinger,323,10/1/1978,Avon,74.88
Not of Woman Born,Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg,288,3/1/1999,Roc,59.69
Worlds Apart (Worlds 2),Joe Haldeman,227,6/28/1992,Avon Books (AvoNova),4.61
Train_man  Volume 3 (Train_man),Hidenori Hara/Hitori Nakano,200,2/13/2007,VIZ Media LLC,26.92
The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,0,10/14/2004,Mariner Books,12.33
Mystic River,Dennis Lehane,416,2/1/2001,William Morrow Paperbacks,15.31
Mystic River,Dennis Lehane,401,3/5/2001,Bantam Press,77.11
Coronado: Stories,Dennis Lehane,240,8/8/2006,William Morrow,69.55
Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,375,5/2/2000,HarperTorch,92.78
A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,282,9/15/2003,Mariner Books,95.11
Shutter Island,Dennis Lehane,369,4/27/2004,HarperTorch,45.78
The Best American Mystery Stories 2002,James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton,1,10/15/2002,Mariner Books,76.29
The Black Dahlia (L.A. Quartet  #1),James Ellroy,348,8/16/2006,Mysterious Press,57.57
The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,448,9/5/2006,Harper Paperbacks,51.45
Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,234,10/30/2005,Sunstone Press,60.27
Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,292,12/19/1999,Authorhouse,17.55
Triptych (Will Trent  #1),Karin Slaughter,393,8/15/2006,Delacorte Press,16.02
Blindsighted (Grant County  #1),Karin Slaughter,418,10/1/2002,HarperTorch,38.22
Kisscut (Grant County  #2),Karin Slaughter,436,9/30/2003,HarperTorch,12.15
Beyond Reach (Grant County  #6),Karin Slaughter,404,7/31/2007,Delacorte Press,86
A Faint Cold Fear (Grant County  #3),Karin Slaughter,422,7/27/2004,Harper,24.11
Faithless (Grant County  #5),Karin Slaughter,549,7/25/2006,Dell Publishing Company,26.44
Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,384,5/26/2015,William Morrow Paperbacks,99.93
Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,384,6/3/2004,Arrow,96.37
The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,14,5/11/2004,Brilliance Audio,74.26
The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,15,10/1/2004,Soundings,3.71
Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,3,7/8/1999,Nova Audio Books,12.24
Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,3,4/10/2004,Brilliance Audio,53.95
Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,14,5/17/2002,Brilliance Audio,98.57
The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,14,5/11/2004,Brilliance Audio,76.61
One Shot (Jack Reacher  #9),Lee Child/Dick Hill,12,6/14/2005,Brilliance Audio,95.6
Bad Luck and Trouble (Jack Reacher  #11),Lee Child,13,5/15/2007,Random House Audio,0.94
The Enemy (Jack Reacher  #8),Lee Child,6,4/28/2007,Brilliance Audio,10.44
The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,14,5/1/2002,Soundings,6.23
Echo Burning (Jack Reacher  #5),Lee Child,5,2/28/2007,Brilliance Audio,99.35
Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,14,11/25/2004,Brilliance Audio,27.39
The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,14,6/10/2004,Brilliance Audio,10.87
Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,14,11/25/2004,Brilliance Audio,33.39
Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,14,11/25/2004,Brilliance Audio,13.06
The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,14,6/10/2004,Brilliance Audio,96.46
Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,360,10/1/2005,University Press of Kentucky,58.45
The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,224,12/16/2001,Thomas Nelson,12.84
Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,272,5/10/2005,Vintage,55.13
Blood Moon Over Bengal,Morag McKendrick Pippin,337,10/1/2004,Leisure Books,5.07
Blood Moon Over Britain,Morag McKendrick Pippin,323,12/1/2005,Leisure Books,15.39
The Silent Gondoliers,William Goldman,128,1/2/2001,Del Rey,13.5
The Season: A Candid Look at Broadway,William Goldman,448,7/1/2004,Limelight,37.73
Heat,William Goldman,244,9/1/1986,Warner Books (NY),87.86
Tinsel,William Goldman,399,6/15/1980,Dell,26.11
William Goldman: Four Screenplays,William Goldman,504,5/1/2000,Applause Books,25.04
The Princess Bride,William Goldman,456,7/15/2003,Ballantine Books,50.87
Hype and Glory,William Goldman/P. Gethers,306,3/13/1991,Villard,79.43
La princesa prometida,William Goldman,480,6/14/2005,Planeta Publishing,10.12
Boys and Girls Together,William Goldman,768,7/31/2001,Ballantine Books,67.81
Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,363,11/1/1988,Bantam,74.28
The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,283,9/1/1973,Harcourt  Brace  Jovanovich,43.84
Creepers,David Morrell,388,9/26/2005,CDS Books,45.3
The Totem,David Morrell,448,4/1/2003,Grand Central Publishing,15.22
The League of Night and Fog (Mortalis  #3),David Morrell,448,4/1/2003,Grand Central Publishing,31.54
Scavenger (Frank Balenger  #2),David Morrell,368,3/13/2007,Vanguard Press,16.64
The Fraternity of the Stone (Mortalis  #2),David Morrell,448,7/16/1992,Headline,73.25
The Brotherhood of the Rose (Mortalis  #1),David Morrell,416,7/16/1992,Headline Book Publishing,83.51
The Protector (Cavanaugh #1),David Morrell,401,5/19/2003,Warner Books (NY),24.59
Assumed Identity,David Morrell,512,9/1/1994,Vision,99.62
Double Image,David Morrell,510,4/10/2002,Le Livre de Poche,89.88
La Cinquième profession,David Morrell,539,6/1/1992,Le Livre de Poche,25.92
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,6,7/25/2006,HarperAudio,94.57
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,13,2/1/2005,Audiogo,85.44
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,6,1/25/2005,HarperAudio,81.04
Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,0,5/18/1998,Random House Audio,23.68
Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,4,5/1/1996,Random House Audio Publishing Group,97.67
The Day Before Midnight,Stephen Hunter/Philip Bosco,0,12/1/1989,Random House Audio,37.74
Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,0,6/1/2000,Simon & Schuster Audio,50.87
Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,0,1/9/2007,RH Audio,37.71
Dirty White Boys,Stephen Hunter/Will Patten,0,5/1/2006,Hachette Audio,1.72
Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,400,7/1/2002,dtv,37.45
The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,0,5/30/2006,Grand Central Publishing,73.9
Relic (Pendergast #1),Douglas Preston/Lincoln Child,473,2/25/2007,Brilliance Audio,67.62
The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,0,8/28/2007,Grand Central Publishing,16.03
Tyrannosaur Canyon,Douglas Preston/Scott Sowers,12,8/23/2005,MacMillan Audio,84.55
Waterworks,E.L. Doctorow/Sam Waterston,0,5/31/1994,Random House Audio,89.53
The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,447,2/11/2003,Random House Audio Publishing Group,62.51
King Icahn,Mark      Stevens/Carol Bloom Stevens,336,6/1/1993,Dutton Books,24.49
The Sicilian,Mario Puzo,416,5/1/2001,Ballantine Books,24.44
The Dark Arena,Mario Puzo,288,5/1/2001,Ballantine Books,71.91
Omerta,Mario Puzo,369,5/1/2001,Ballantine Books,8.04
Fools Die,Mario Puzo,544,10/1/1979,Signet,29.43
The Godfather,Mario Puzo/Peter Bart/Robert Thompson,448,10/4/2005,New American Library,11.58
The Fortunate Pilgrim,Mario Puzo,304,9/28/2004,Ballantine Books,88.45
On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,294,12/1/2004,DC Comics,27.1
Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,96,5/1/2003,DC Comics,89.51
Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,320,4/1/2003,Pocket Books,10.98
The London Blitz Murders (Disaster Series  #5),Max Allan Collins,272,5/4/2004,Berkley,38.63
The Last Quarry (Quarry #7),Max Allan Collins,201,8/1/2006,Hard Crime Case,41.23
Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,288,9/1/2006,Pocket Star,29.37
A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,272,5/1/2007,Berkley Trade,18.86
The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,256,7/5/2005,Berkley,37.25
From a Buick 8,Stephen King,356,9/24/2002,Scribner,5.75
The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,0,6/9/2000,Random House Audio,37.79
Jurassic Park,Michael Crichton,400,6/23/1997,Ballantine Books,29.32
Binary,John Lange,213,12/31/1972,Alfred A. Knopf,95.02
Un train d'or pour la Crimée,Michael Crichton,342,1/13/1999,Pocket,20.56
The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,232,8/11/2003,Yale University Press,29.43
Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,320,9/19/2006,Knopf,4.3
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,211,2/1/2007,Business Plus,18.83
Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,768,8/15/2001,Hachette Books,19.57
Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes,272,2/1/2007,John Wiley & Sons,52.27
Patriots (The Coming Collapse),James Wesley,,4,1/15/1999,36.13
The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,336,6/10/2006,Harvard University Press,88.25
Culture and Imperialism,Edward W. Said,380,5/31/1994,Vintage,59.2
La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama,318,7/1/2007,Ediciones Urano,60
Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,406,4/20/2006,New Riders Publishing,45.3
Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,336,11/15/2001,New Riders Publishing,41.87
Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,272,9/5/2006,Penguin Books,4.5
And Then There Were None,Agatha Christie/Hugh Fraser,0,10/15/2004,Audiogo,41.42
The Wild Trees: A Story of Passion and Daring,Richard   Preston,294,8/23/2007,Random House (NY),42.86
The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,111,10/28/2003,Touchstone Books,58.64
Strange Pilgrims,Gabriel García Márquez,208,11/14/2006,Vintage,33.39
Doce cuentos peregrinos,Gabriel García Márquez,192,11/14/2006,Vintage,51.02
Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,192,10/4/2006,Little  Brown Young Readers,63.28
Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,224,4/1/2002,Little  Brown and Company,36.75
All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,240,5/7/2003,Poppy,88.06
You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,224,10/6/2004,Little  Brown Young Readers,44.57
The Zero,Jess Walter,336,8/29/2006,Harper,2.4
Zero: The Biography of a Dangerous Idea,Charles Seife,248,10/12/2000,Souvenir Press,67.05
Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,204,8/1/2004,Advantage World Press,26.32
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,320,12/18/2007,Broadway Books,81.84
Year Zero,Jeff Long,416,7/1/2006,Atria Books,82.4
Count Zero (Sprawl  #2),William Gibson,308,3/7/2006,Ace Books,76.89
Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,393,2/28/2006,Del Rey Books,47.13
Bravo Two Zero,Andy McNab,416,11/1/2005,Corgi,96.37
This Lullaby,Sarah Dessen,345,3/8/2004,Speak,71.49
Lullabies for Little Criminals,Heather O'Neill,330,10/17/2006,Harper Perennial,57.88
Hush! A Thai Lullaby,Minfong Ho/Holly Meade,32,3/1/2000,Scholastic Inc.,20.72
Lullaby Town (Elvis Cole  #3),Robert Crais,296,4/1/2008,Orion,43.17
The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,88,1/10/2002,SparkNotes,30.2
The Iliad,Homer,150,10/28/1999,John Wiley & Sons,42.28
The Princess Bride (Long  Tall Texans  #15),Diana Palmer,192,1/23/1998,Silhouette Romance,31.5
The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,192,8/25/2004,Harlequin Presents,98.62
The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,256,10/25/2004,Silhouette Special Edition,86.71
The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,384,11/28/2006,Avon,97.07
Stargirl (Stargirl  #1),Jerry Spinelli,186,5/11/2004,Laurel Leaf,23.32
Love  Stargirl (Stargirl  #2),Jerry Spinelli,274,8/14/2007,Knopf Books for Young Readers,28.19
Stargirl LitPlans on CD,Mary B. Collins,210,9/15/2005,Teacher's Pet Publications,55.84
Son of the Mob (Son of the Mob  #1),Gordon Korman,262,9/1/2004,Little  Brown Books for Young Readers,91.95
Hollywood Hustle (Son of the Mob  #2),Gordon Korman,268,4/1/2006,Hyperion Paperbacks,37.42
For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,288,9/9/2003,Broadway Books,72.75
El ojo de fuego,Lewis Perdue,496,2/1/2007,Puzzle-Via Magna,66.44
Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,224,4/10/2007,Smart Pop,46.14
The Soloist,Nicholas Christopher,320,11/27/2006,Counterpoint,93.7
Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,784,7/1/2006,Marshall Cavendish Editions,94.08
Memoirs of a Geisha,Arthur Golden,452,10/5/2000,Chatto & Windus,18.32
Survivor,Chuck Palahniuk,289,8/3/2000,Vintage,69.05
Diary,Chuck Palahniuk,262,9/14/2004,Anchor,27.11
Rant,Chuck Palahniuk,320,5/1/2007,Doubleday Books,58.58
Clown Girl,Monica Drake/Chuck Palahniuk,297,1/4/2007,Hawthorne Books,58.95
Choke,Chuck Palahniuk,293,8/1/2002,Vintage,23.15
Haunted,Chuck Palahniuk,419,4/11/2006,Anchor,84.89
Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,176,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,43.67
Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,14,5/10/2005,Random House Audio,34.93
Nonfiction,Chuck Palahniuk,233,8/5/2004,Jonathan Cape,91.91
Haunted,Chuck Palahniuk,416,5/1/2005,Jonathan Cape,40.2
Survivant,Chuck Palahniuk/Freddy Michalski,365,2/4/2001,Gallimard,4.68
Fantasmas,Chuck Palahniuk/Javier Calvo,442,8/28/2006,Mondadori,15.89
Error humano,Chuck Palahniuk/Javier Calvo,253,5/31/2005,Mondadori,47.58
Life After God,Douglas Coupland,291,7/1/2002,Simon & Schuster,71.87
City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,152,5/1/2003,Douglas & McIntyre,86.56
Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,176,8/4/2005,Douglas & McIntyre,63.37
All Families Are Psychotic,Douglas Coupland,279,7/1/2002,Harper Perennial,52.06
Shampoo Planet,Douglas Coupland,282,3/1/2008,Scribner Book Company,70.36
